Region,Board Number,Board Name,Board Type,Board Language,School Number,School Name,School Level,School Language,School Type,School Special Conditions,Suite,PO Box,Street,City,Province,Postal Code,Phone,Fax,Grade Range,Date Open,Email,Website,Board Website
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,903337,Crestwood Secondary School,Secondary,English,Public,Not applicable,,,1885 Sherbrooke St,Peterborough,Ontario,K9J6X4,705-742-9221,705-740-1957,12-Sep,01/09/1969,CrestwoodSS@kprdsb.ca,http://crestwood.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,131768,Dale Road Senior School,Elementary,English,Public,Not applicable,,,8228 Dale Rd,Cobourg,Ontario,K9A4J7,905-372-8787,905-372-0242,08-Jul,01/09/1969,DaleRoadSeniorPS@kprdsb.ca,http://daleroad.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,647748,Dalhousie Youth Support Services,Elem/Sec,English,Public,Cust/Correctional Facility,,,189 Dalhousie St,Peterborough,Ontario,K9H6Z3,705-743-2181,705-749-6238,12-Jul,01/09/1997,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,136891,Dr Emily Stowe School,Elementary,English,Public,Not applicable,,,71 Sandringham Dr,Courtice,Ontario,L1E1W8,905-433-8747,905-433-0800,JK-8,01/09/1990,DrEmilyStowePS@kprdsb.ca,http://emilystowe.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,124907,Dr G J MacGillivray Public School,Elementary,English,Public,Not applicable,,,75 Meadowglade Rd,Courtice,Ontario,L1E3G7,905-436-2054,905-436-6440,JK-6,01/09/2002,DrGJMacGillivrayPS@kprdsb.ca,http://macgillivray.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,147621,Dr M S Hawkins Senior School,Elementary,English,Public,Not applicable,,,130 Highland Dr,Port Hope,Ontario,L1A2A3,905-885-2486,905-885-7714,08-Apr,01/09/1969,DrMSHawkinsPS@kprdsb.ca,http://hawkins.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,147826,Dr Ross Tilley Public School,Elementary,English,Public,Not applicable,,,45 West Side Dr,Bowmanville,Ontario,L1C4Y8,905-623-3841,905-623-2539,JK-8,01/09/1996,DrRossTilleyPS@kprdsb.ca,http://rosstilley.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,434858,Duke of Cambridge Public School,Elementary,English,Public,Not applicable,,,47 Liberty St N,Bowmanville,Ontario,L1C2L8,905-623-5437,905-623-2598,K-8,02/09/2013,DukeofCambridgePS@kprdsb.ca,http://dukeofcambridge.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,906719,East Northumberland Secondary School,Secondary,English,Public,Not applicable,,,71 Dundas St,Brighton,Ontario,K0K1H0,613-475-0540,613-475-3837,12-Sep,01/09/1969,EastNorthumberlandSS@kprdsb.ca,http://eastnorthumberland.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,166340,Edmison Heights Public School,Elementary,English,Public,Not applicable,,,1111 Royal Dr,Peterborough,Ontario,K9H6P9,705-745-0722,705-745-3707,JK-6,01/09/1969,EdmisonHeightsPS@kprdsb.ca,http://edmisonheights.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,182338,Enniskillen Public School,Elementary,English,Public,Not applicable,,,8145 Old Scugog Rd,Hampton,Ontario,L0B1J0,905-263-2970,905-263-4758,JK-6,01/09/1969,EnniskillenPS@kprdsb.ca,http://enniskillen.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,644870,Frontenac Youth Services,Secondary,English,Public,Care/Treatment Facility,c/o Clarington Central SS,,200 Clarington Blvd,Bowmanvill,Ontario,L1C5N8,905-697-9857,905-697-0452,12-Sep,01/09/1988,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,056723,Ganaraska Trail Public School,Elementary,English,Public,Not applicable,,,34 Percival St,Port Hope,Ontario,L1A2B7,905-885-5631,905-885-7583,JK-6,01/09/2009,GanaraskaTrailPS@kprdsb.ca,http://ganaraskatrail.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,240184,Grafton Public School,Elementary,English,Public,Not applicable,,,654 Station Rd,Grafton,Ontario,K0K2G0,905-349-2591,905-349-3984,JK-8,01/09/1969,GraftonPS@kprdsb.ca,http://grafton.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,242780,Hampton Junior Public School,Elementary,English,Public,Not applicable,,,43 Ormiston St,Hampton,Ontario,L0B1J0,905-263-2252,905-263-4759,JK-3,01/09/1969,HamptonJuniorPS@kprdsb.ca,http://hampton.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,244422,Harold Longworth Public School,Elementary,English,Public,Not applicable,,,350 Longworth Ave,Bowmanville,Ontario,L1C5J5,905-623-3682,905-623-0721,JK-8,01/09/2003,HaroldLongworthPS@kprdsb.ca,http://haroldlongworth.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,249939,Hastings Public School,Elementary,English,Public,Not applicable,,,25 Albert St W,Hastings,Ontario,K0L1Y0,705-696-2432,705-696-3456,JK-8,01/09/1969,HastingsPS@kprdsb.ca,http://hastings.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,250325,Havelock-Belmont Public School,Elementary,English,Public,Not applicable,,,55 Mathison St,Havelock,Ontario,K0L1Z0,705-778-3821,705-778-2121,JK-8,01/09/1969,HavelockBelmontPS@kprdsb.ca,http://havelockbelmont.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,255912,Highland Heights Public School,Elementary,English,Public,Not applicable,,,430 Highland Rd,Peterborough,Ontario,K9H5J7,705-742-8321,705-742-7340,JK-8,01/09/1969,HighlandHeightsPS@kprdsb.ca,http://highlandheights.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,256897,Hillcrest Public School,Elementary,English,Public,Not applicable,,,55 Elmore St,Campbellford,Ontario,K0L1L0,705-653-1430,705-653-5567,JK-8,01/09/1969,HillcrestPS@kprdsb.ca,http://hillcrest.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,282081,James Strath Public School,Elementary,English,Public,Not applicable,,,1175 Brealey Dr,Peterborough,Ontario,K9J6X4,705-742-8090,705-742-4575,JK-8,08/09/1992,JamesStrathPS@kprdsb.ca,http://jamesstrath.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,357120,John M James School,Elementary,English,Public,Not applicable,,,175 Mearns Ave,Bowmanville,Ontario,L1C5C6,905-697-7817,905-697-7818,JK-8,01/09/2000,JohnMJamesPS@kprdsb.ca,http://johnmjames.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,415962,KPR Virtual Elementary School,Elementary,English,Public,Temporary Remote Learning School,,,1994 Fisher Drive,Peterborough,Ontario,K9J6X6,705-742-9773,,JK-8,01/09/2020,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,930059,KPR Virtual High School,Secondary,English,Public,Temporary Remote Learning School,,,1994 Fisher Drive,Peterborough,Ontario,K9J6X6,705-742-9773,,12-Sep,01/09/2020,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,449510,Kaawaate East City Public School Elementary Public School,Elementary,English,Public,Not applicable,,,220 Hunter Street East,Peterborough,Ontario,K9H1H1,705-745-2591,705-742-7141,JK-8,01/09/2021,,https://kaawaateeastcity.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,287890,Kawartha Heights Public School,Elementary,English,Public,Not applicable,,,11 Kawartha Heights Blvd,Peterborough,Ontario,K9J1N4,705-742-7521,705-742-3515,JK-6,01/09/1969,KawarthaHeightsPS@kprdsb.ca,http://kawarthaheights.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,980480,Kawartha Pine Ridge District School Summer School,Secondary,English,Public,Summer,,,1994 Fisher Dr,Peterborough,Ontario,K9J7A1,,,12-Sep,01/07/2005,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,288802,Keith Wightman Public School,Elementary,English,Public,Not applicable,,,860 St. Marys St,Peterborough,Ontario,K9J4H6,705-745-7775,705-745-8145,JK-6,01/09/1969,KeithWightmanPS@kprdsb.ca,http://keithwightman.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,919195,Kenner Collegiate and Vocational Institute,Secondary,English,Public,Not applicable,,,633 Monaghan Rd S,Peterborough,Ontario,K9J5J2,705-743-2181,705-749-6238,12-Sep,01/09/1969,KennerCVI@kprdsb.ca,http://kenner.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,289884,Kenner Intermediate School,Elementary,English,Public,Not applicable,,,633 Monaghan Rd S,Peterborough,Ontario,K9J5J2,705-743-2181,705-749-6238,08-Jul,01/09/2003,KennerInt@kprdsb.ca,http://kenner.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,289841,Kent Public School,Elementary,English,Public,Not applicable,,,150 Kent St.,Campbellford,Ontario,K0L1L0,705-653-1540,705-653-4457,JK-8,01/09/1969,KentPS@kprdsb.ca,http://kent.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,640670,Kinark Child & Family Services,Elementary,English,Public,Care/Treatment Facility,,,1445 Monaghan Road,Peterborough,Ontario,K9J3H8,705-743-6356,,08-Jan,01/05/1976,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,645915,Kinark Child & Family Services-(Strive),Secondary,English,Public,Care/Treatment Facility,275,,380 Armour Rd,Peterborough,Ontario,K9H7K7,705-743-7002,705-743-4144,12-Sep,01/09/1991,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,402908,Lakefield District Public School,Elementary,English,Public,Not applicable,,,71 St Bridge,Lakefield,Ontario,K0L2H0,705-652-3811,705-652-1866,JK-8,05/09/2017,LakefielddPS@kprdsb.ca,http://lakefield.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,644390,Lavender Hill Healing Home,Secondary,English,Public,Care/Treatment Facility,,,675 County Road 21 Road,Millbrook,Ontario,L0A1G0,705-723-4677,,12-Sep,01/09/1987,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,325040,Lydia Trull Public School,Elementary,English,Public,Not applicable,,,80 Avondale Dr,Courtice,Ontario,L1E3C2,905-438-9648,905-438-9649,JK-8,01/09/1998,LydiaTrullPS@kprdsb.ca,http://lydiatrull.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,551333,M J Hobbs Senior Public School,Elementary,English,Public,Not applicable,,,2296 Taunton Rd,Hampton,Ontario,L0B1J0,905-263-2204,905-263-4760,08-Jan,01/09/1969,MJHobbsSeniorPS@kprdsb.ca,http://mjhobbs.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,241091,Merwin Greer School,Elementary,English,Public,Not applicable,,,457 King St E,Cobourg,Ontario,K9A1M7,905-372-3571,905-372-1159,JK-6,01/09/1969,MerwinGreerPS@kprdsb.ca,http://merwingreer.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,364665,Millbrook/South Cavan Public School,Elementary,English,Public,Not applicable,,,47 Tupper St,Millbrook,Ontario,L0A1G0,705-932-2789,705-932-9013,JK-8,01/09/1982,MillbrookSouthCavanPS@kprdsb.ca,http://millbrooksouthcavan.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,380733,Murray Centennial Public School,Elementary,English,Public,Not applicable,,,654 County Rd 40 1,Trenton,Ontario,K8V5P4,613-392-9238,613-392-3660,JK-8,01/09/1969,MurrayCentennialPS@kprdsb.ca,http://murraycentennial.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,384747,Newcastle Public School,Elementary,English,Public,Not applicable,,,50 Glass Crt,Newcastle,Ontario,L1B1M5,905-987-4262,905-987-1642,JK-6,01/09/1969,NewcastlePS@kprdsb.ca,http://newcastle.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,403334,North Cavan Public School,Elementary,English,Public,Not applicable,,,2001 County Rd 10,Cavan,Ontario,L0A1C0,705-944-5366,705-944-4013,JK-6,01/09/1969,NorthCavanPS@kprdsb.ca,http://northcavan.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,091987,North Hope Central Public School,Elementary,English,Public,Not applicable,,,3278 Ganaraska Road,Campbellcroft,Ontario,L0A1B0,905-797-2991,905-797-7293,JK-6,01/09/1969,NorthHopePS@kprdsb.ca,http://northhope.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,403350,North Shore Public School,Elementary,English,Public,Not applicable,,,42 Pinecrest Avenue,Keene,Ontario,K0L2G0,705-295-6898,705-295-6899,JK-8,01/09/1990,NorthShorePS@kprdsb.ca,http://northshore.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,515252,Northumberland Hills Public School,Elementary,English,Public,Not applicable,,,2246 Spring St,Castleton,Ontario,K0K1M0,905-344-7361,905-344-7078,JK-8,01/09/2010,NorthumberlandHillsPS@kprdsb.ca,http://northumberlandhills.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,931543,Norwood District High School,Secondary,English,Public,Not applicable,,Box 70,44 Elm St,Norwood,Ontario,K0L2V0,705-639-5332,705-639-1655,12-Sep,01/09/1969,ndhs@kprdsb.ca,http://www.ndhs.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,412180,Norwood District Intermediate School,Elementary,English,Public,Not applicable,,,44 Elm St,Norwood,Ontario,K0L2V0,705-639-5332,705-639-1655,08-Jul,01/09/2018,NorwoodDInt@kprdsb.ca,ttps://norwoodintermediate.kprdsb.ca\,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,412171,Norwood District Public School,Elementary,English,Public,Not applicable,,,24 Flora St,Norwood,Ontario,K0L2V0,705-639-5382,705-639-5497,JK-8,01/09/1969,NorwoodPS@kprdsb.ca,http://norwoodpublic.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,109010,Orono Public School,Elementary,English,Public,Not applicable,,,171 Church St,Orono,Ontario,L0B1M0,905-983-5006,905-983-8194,JK-6,01/09/1990,OronoPS@kprdsb.ca,http://orono.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,428680,Otonabee Valley Public School,Elementary,English,Public,Not applicable,,,580 River Rd S,Peterborough,Ontario,K9J1E7,705-745-0651,705-745-5589,JK-6,01/09/1969,OtonabeeValleyPS@kprdsb.ca,http://otonabeevalley.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,439983,Percy Centennial Public School,Elementary,English,Public,Not applicable,,,129 Church St,Warkworth,Ontario,K0K3K0,705-924-2202,705-924-2758,JK-8,01/09/1969,PercyCentennialPS@kprdsb.ca,http://percycentennial.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,935182,Peterborough Collegiate and Vocational School,Secondary,English,Public,Not applicable,,,201 McDonnel St,Peterborough,Ontario,K9H2W1,705-742-0425,705-742-2177,12-Sep,01/09/1969,CISPeterborough@kprdsb.ca,http://pace.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,649868,Peterborough Regional Health Centre,Elem/Sec,English,Public,Care/Treatment Facility,,,1 Hospital Drive,Peterborough,Ontario,K9J7C6,705-743-2121 x 3778,,12-Jul,01/09/2022,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,649006,Peterborough Youth Services,Elem/Sec,English,Public,Care/Treatment Facility,,,1 Hospital Drive,Peterborough,Ontario,K9J7C6,705-743-2181,705-749-6238,K-12,01/09/2012,,,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,241610,Plainville Public School,Elementary,English,Public,Not applicable,,,4877 Burnham St N,Gores Landing,Ontario,K0K2E0,905-342-5567,905-342-5649,JK-6,01/09/1969,PlainvillePS@kprdsb.ca,http://plainville.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,936090,Port Hope High School,Secondary,English,Public,Not applicable,,,130 Highland Dr,Port Hope,Ontario,L1A2A3,905-885-6346,905-885-1782,12-Sep,01/09/1969,porthopeHS@kprdsb.ca,http://porthopehigh.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,454818,Prince of Wales Public School,Elementary,English,Public,Not applicable,,,1211 Monaghan Rd,Peterborough,Ontario,K9J5L4,705-743-8595,705-743-8762,JK-8,01/09/1969,PrinceofWalesPS@kprdsb.ca,http://princeofwales.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,462225,Queen Elizabeth Public School,Elementary,English,Public,Not applicable,,,830 Barnardo Ave,Peterborough,Ontario,K9J5V9,705-742-6331,705-748-9782,JK-8,01/09/1969,QueenElizabethPS@kprdsb.ca,http://queenelizabeth.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,464562,Queen Mary Public School,Elementary,English,Public,Not applicable,,,1445 Monaghan St,Peterborough,Ontario,K9J5M8,705-745-1353,705-745-1617,JK-8,01/09/1969,QueenMaryPS@kprdsb.ca,http://queenmary.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,467529,R F Downey Public School,Elementary,English,Public,Not applicable,,,1221 Neptune St,Peterborough,Ontario,K9H7L9,705-742-7201,705-742-1370,JK-6,01/09/1969,RFDowneyPS@kprdsb.ca,http://rfdowney.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,489298,Roger Neilson Public School,Elementary,English,Public,Not applicable,,,550 Erskine Ave,Peterborough,Ontario,K9J5T4,705-745-6456,705-745-0544,JK-6,01/09/2004,RogerNeilsonPS@kprdsb.ca,http://rogerneilson.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,491632,Roseneath Centennial Public School,Elementary,English,Public,Not applicable,,,9047 County Rd 45,Roseneath,Ontario,K0K2X0,905-352-2161,905-352-3944,JK-8,01/09/1969,RoseneathPS@kprdsb.ca,http://roseneath.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,501557,S T Worden Public School,Elementary,English,Public,Not applicable,,,1462 Nash Rd,Courtice,Ontario,L1E1S7,905-436-0715,905-436-5300,JK-8,01/09/1988,STWordenPS@kprdsb.ca,http://stworden.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,062340,Smithfield Public School,Elementary,English,Public,Not applicable,,,241 Drewery Street,Brighton,Ontario,K0K1H0,613-475-2301,613-475-2481,JK-8,01/09/1969,SmithfieldPS@kprdsb.ca,http://smithfield.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,527661,Spring Valley Public School,Elementary,English,Public,Not applicable,,,212 County Rd 26,Brighton,Ontario,K0K1H0,613-475-2578,613-475-3186,JK-8,01/09/1969,SpringValleyPS@kprdsb.ca,http://springvalley.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,381233,Stockdale Public School,Elementary,English,Public,Not applicable,,,994 Will Johnson Rd,Frankford,Ontario,K0K2C0,613-398-7200,613-398-8940,JK-8,01/09/1969,StockdalePS@kprdsb.ca,http://stockdale.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,551074,Terry Fox Public School,Elementary,English,Public,Not applicable,,,1065 Riddell Ave,Cobourg,Ontario,K9A5N4,905-372-8800,905-372-6953,JK-8,01/09/1994,TerryFoxPS@kprdsb.ca,http://terryfox.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,110728,The Pines Senior Public School,Elementary,English,Public,Not applicable,,,3421 Highway 35 115 Hwy,Newcastle,Ontario,L1B0R7,905-987-5232,905-987-1567,08-Jun,30/06/1974,ThePinesSeniorPS@kprdsb.ca,http://thepines.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,947563,Thomas A Stewart Secondary School,Secondary,English,Public,Not applicable,,,1009 Armour Rd,Peterborough,Ontario,K9H7H2,705-743-5230,705-749-9452,12-Sep,01/09/1969,ThomasAStewartSS@kprdsb.ca,http://tass.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,578053,Vincent Massey Public School,Elementary,English,Public,Not applicable,,,10 Church St,Bowmanville,Ontario,L1C1S3,905-623-5502,905-623-7341,JK-8,01/09/1969,VincentMasseyPS@kprdsb.ca,http://vincentmassey.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,587150,Warsaw Public School,Elementary,English,Public,Not applicable,,,975 English Line S Line,Warsaw,Ontario,K0L3A0,705-652-8332,705-652-9082,JK-8,01/09/1969,WarsawPS@kprdsb.ca,http://warsaw.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,587443,Waverley Public School,Elementary,English,Public,Not applicable,,,168 Waverley Rd,Bowmanville,Ontario,L1C3Y8,905-623-4323,905-623-7643,JK-8,01/09/1978,WaverleyPS@kprdsb.ca,http://waverley.kprdsb.ca/,http://www.kprschools.ca
East Region,B66079,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),English,602361,Westmount Public School,Elementary,English,Public,Not applicable,,,1520 Sherwood Cres,Peterborough,Ontario,K9J6T8,705-742-7871,705-742-7956,JK-8,01/09/1969,WestmountPS@kprdsb.ca,http://westmount.kprdsb.ca/,http://www.kprschools.ca
North Region,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),English,583403,Beaver Brae Intermediate School,Elementary,English,Public,Not applicable,,,1400 Ninth Street N,Kenora,Ontario,P9N2T7,807-468-6401,807-468-3628,08-Jul,26/08/2013,tracey.benoit@kpdsb.on.ca,http://beaverbrae.kpdsb.on.ca/,http://www.kpdsb.on.ca
North Region,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),English,894230,Beaver Brae Secondary School,Secondary,English,Public,Not applicable,,,1400 Ninth St N,Kenora,Ontario,P9N2T7,807-468-6401,807-468-3628,12-Sep,01/09/1969,kristen.fregeau@kpdsb.ca,http://beaverbrae.kpdsb.on.ca/,http://www.kpdsb.on.ca
North Region,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),English,641757,Binesi Waziswon Healing & Treatment Program,Secondary,English,Public,Care/Treatment Facility,,,314 Strecker Rd,Kenora,Ontario,P9N0A9,807-467-8144,,12-Sep,04/09/2023,Kristen.Fregeau@kpdsb.ca,,http://www.kpdsb.on.ca
North Region,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),English,641529,Child Development Centre,Elementary,English,Public,Care/Treatment Facility,,,675 Brinkman Road,Ontario,Ontario,P9N2R5,807-468-8607,807-468-9301,JK-8,01/01/1980,,,http://www.kpdsb.on.ca
North Region,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),English,122017,Crolancia Elementary School,Elementary,English,Public,Not applicable,,,1 Trudel Drive,Pickle Lake,Ontario,P0V3A0,807-928-2381,807-928-2220,JK-8,01/09/1969,holly.szumowski@kpdsb.on.ca,http://crolancia.kpdsb.on.ca/,http://www.kpdsb.on.ca
North Region,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),English,902748,Crolancia Secondary School,Secondary,English,Public,Not applicable,,,1 Trudel Drive,Pickle Lake,Ontario,P0V3A0,807-928-2381,807-928-2220,12-Sep,01/09/2005,holly.szumowski@kpdsb.on.ca,http://crolancia.kpdsb.on.ca/,http://www.kpdsb.on.ca
North Region,B28045,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),English,905283,Dryden High School,Secondary,English,Public,Not applicable,,,79 Casimir Ave,Dryden,Ontario,P8N2H4,807-223-2316,807-223-2380,12-Sep,01/09/1969,richard.hodgkinson@kpdsb.on.ca,http://dhseagles.kpdsb.on.ca/,http://www.kpdsb.on.ca
